Gene.Name,Presence.,Bigg.ID.Name,essential,beta,zscore,p.value,fdr
ALAS2,TRUE,212_AT1,0,-0.013521,-0.21732,0.11763,0.23377
ALDH18A1,TRUE,5832_AT1,0,0.039794,0.39056,0.73613,0.83638
ALDH1A1,TRUE,216_AT1,0,0.11082,1.1894,0.31746,0.48078
ALDH1A2,TRUE,8854_AT1,0,-0.02802,-0.25929,0.059394,0.13903
ALDH1A3,TRUE,220_AT1,1,-0.093138,-1.007,0.00099544,0.0049793
ALDH1B1,TRUE,219_AT1,0,0.16616,1.7796,0.075404,0.165
ALDH1L1,TRUE,10840_AT1,0,0.020847,0.12308,0.44546,0.61336
ALDH1L2,TRUE,160428_AT1,0,0.0089868,0.070701,0.30037,0.46453
ALDH2,TRUE,217_AT1,0,-0.0036525,-0.047879,0.18507,0.33249
ALDH3A1,TRUE,218_AT1,0,0.029549,0.40394,0.57835,0.72072
ALDH3A2,TRUE,224_AT1,0,0.025098,0.21797,0.50452,0.66528
ALDH3B2,TRUE,222_AT1,0,-0.0071806,-0.11789,0.15537,0.28949
ALDH4A1,TRUE,8659_AT1,0,-0.0079147,-0.09901,0.14973,0.28006
ALDH5A1,TRUE,7915_AT1,0,0.089226,0.87088,0.52385,0.68082
ALDH6A1,TRUE,4329_AT1,0,0.061117,0.28769,0.91265,0.94772
ALDH7A1,TRUE,501_AT1,0,0.079189,0.59778,0.65284,0.77882
ALDH9A1,TRUE,223_AT1,0,-0.0022494,-0.018668,0.1956,0.34524
ALDOA,TRUE,226_AT1,1,-0.55264,-4.3493,0,0
ALDOB,TRUE,229_AT1,1,-0.069854,-0.82358,0.0031522,0.012258
ALDOC,TRUE,230_AT1,0,-0.014752,-0.12362,0.11049,0.22312
ALOX12,TRUE,239_AT1,0,0.064495,0.81685,0.85633,0.91205
ALOX15,TRUE,246_AT1,1,-0.037539,-0.33777,0.03426,0.090175
ALOX15B,TRUE,247_AT1,0,-0.0029132,-0.025441,0.19054,0.33929
ALOX5,TRUE,240_AT1,1,-0.038672,-0.26094,0.031605,0.084479
AMACR,TRUE,23600_AT1,1,-0.10697,-1.2463,0.00041477,0.0022523
AMD1,TRUE,262_AT1,0,0.20579,1.7634,0.023144,0.065957
AMDHD1,TRUE,144193_AT1,0,0.050713,0.43605,0.91273,0.94772
AMPD1,TRUE,270_AT1,0,0.073574,0.67327,0.72401,0.82827
AMPD2,TRUE,271_AT1,0,0.04446,0.50604,0.80946,0.88809
AMPD3,TRUE,272_AT1,1,-0.15284,-1.8034,0,0
AMT,TRUE,275_AT1,0,0.060514,0.59153,0.92219,0.95199
AMY1A,TRUE,276_AT1,0,0.10106,0.75757,0.39818,0.56704
AMY1B,TRUE,277_AT1,0,-0.022895,-0.33334,0.075487,0.165
AMY1C,TRUE,278_AT1,1,-0.063152,-0.6896,0.0047283,0.01699
AMY2A,TRUE,279_AT1,0,0.091792,1.1337,0.49415,0.65751
AMY2B,TRUE,280_AT1,0,0.17021,1.6613,0.06628,0.15133
AOC1,TRUE,26_AT1,1,-0.27339,-3.675,0,0
AOX1,TRUE,316_AT1,0,0.16147,1.3623,0.088262,0.18667
APRT,TRUE,353_AT1,1,-0.087933,-0.9715,0.0012443,0.005848
AQP1,TRUE,358_AT1,0,0.057909,0.62578,0.96657,0.97998
AQP2,TRUE,359_AT1,1,-0.039247,-0.29844,0.03061,0.082921
AQP3,TRUE,360_AT1,0,0.0095258,0.087948,0.30502,0.4693
AQP4,TRUE,361_AT1,1,-0.035236,-0.42433,0.038905,0.099259
AQP5,TRUE,362_AT1,1,-0.071522,-0.53998,0.0029034,0.011457
AQP7,TRUE,364_AT1,0,0.12113,0.96594,0.24944,0.40856
AQP8,TRUE,343_AT1,1,-0.038412,-0.36866,0.03202,0.085022
AQP9,TRUE,366_AT1,0,0.031995,0.28977,0.61377,0.75119
ARG1,TRUE,383_AT1,0,0.056854,0.63995,0.98465,0.98917
ARSA,TRUE,410_AT1,1,-0.10083,-0.97084,0.00091248,0.0047009
ARSB,TRUE,411_AT1,1,-0.036619,-0.47377,0.035587,0.092657
ASAH1,TRUE,427_AT1,0,0.0294,0.35513,0.57644,0.71899
ASAH2,TRUE,56624_AT1,0,0.070506,0.6598,0.76665,0.85502
ASL,TRUE,435_AT1,1,-0.21015,-2.0804,0,0
ASMT,TRUE,438_AT1,0,-0.014697,-0.12974,0.11066,0.22326
ASNS,TRUE,440_AT1,0,0.04575,0.45677,0.82862,0.89445
ASPA,TRUE,443_AT1,1,-0.12627,-0.89389,0,0
ASPG,TRUE,374569_AT1,0,0.15037,1.0971,0.12103,0.2384
ASRGL1,TRUE,80150_AT1,0,0.046897,0.36312,0.84737,0.90567
ASS1,TRUE,445_AT1,1,-0.12818,-1.032,0,0
ATIC,TRUE,471_AT1,1,-0.2126,-2.4186,0,0
ATP1A1,TRUE,476_AT1,1,-0.047678,-0.30998,0.016342,0.049127
ATP1A2,TRUE,477_AT1,0,0.086205,1.0662,0.56358,0.70844
ATP1A3,TRUE,478_AT1,0,0.13249,1.0416,0.18996,0.33925
ATP1A4,TRUE,480_AT1,0,0.019745,0.22702,0.43078,0.59931
ATP2B1,TRUE,490_AT1,1,-0.086931,-1.0151,0.0012443,0.005848
ATP2B2,TRUE,491_AT1,1,-0.13911,-1.6344,0,0
ATP2B3,TRUE,492_AT1,1,-0.12922,-1.6243,0,0
ATP2B4,TRUE,493_AT1,1,-0.14886,-1.4863,0,0
ATP4A,TRUE,495_AT1,0,-0.00094271,-0.0084281,0.20531,0.35509
ATP4B,TRUE,496_AT1,0,-0.0010171,-0.017884,0.20473,0.35434
ATP5C1,TRUE,509_AT1,1,-0.18464,-1.7337,0,0
ATP5D,TRUE,513_AT1,1,-0.31547,-3.1986,0,0
ATP5E,TRUE,514_AT1,1,-0.36679,-2.4965,0,0
ATP5G3,TRUE,518_AT1,0,-0.0021588,-0.022862,0.19627,0.34591
ATP5H,TRUE,10476_AT1,1,-0.44245,-4.2241,0,0
ATP5J,TRUE,522_AT1,1,-0.36266,-3.9179,0,0
ATP6V0A4,TRUE,50617_AT1,0,0.19267,1.4586,0.034591,0.09085
ATP6V1A,TRUE,523_AT1,1,-0.19207,-1.4859,0,0
ATP6V1B1,TRUE,525_AT1,0,-0.0019431,-0.026387,0.19801,0.34771
ATP6V1B2,TRUE,526_AT1,1,-0.45229,-3.5744,0,0
ATP6V1C1,TRUE,528_AT1,1,-0.17051,-1.2757,0,0
ATP6V1D,TRUE,51382_AT1,0,-0.029039,-0.28249,0.055413,0.13163
ATP6V1F,TRUE,9296_AT1,1,-0.38522,-4.1201,0,0
ATP6V1H,TRUE,51606_AT1,1,-0.2396,-1.6977,0,0
ATP8A1,TRUE,10396_AT1,0,0.10531,1.0371,0.36251,0.53195
ATP8B1,TRUE,5205_AT1,1,-0.12046,-1.2293,0,0
ATP8B2,TRUE,57198_AT1,0,0.038037,0.45609,0.70693,0.81628
AUH,TRUE,549_AT1,1,-0.080034,-0.90981,0.001825,0.0080292
B3GNT3,TRUE,10331_AT1,0,0.063009,0.72988,0.88022,0.92638
B4GALNT1,TRUE,2583_AT1,0,0.093797,0.8792,0.47092,0.63966
B4GALT1,TRUE,2683_AT1,0,-0.018686,-0.18777,0.091912,0.1927
B4GALT7,TRUE,11285_AT1,1,-0.080746,-0.66207,0.0016591,0.0073665
BAAT,TRUE,570_AT1,0,0.011187,0.19877,0.32269,0.48655
BBOX1,TRUE,8424_AT1,0,0.12623,1.1002,0.22323,0.37663
BCAT1,TRUE,586_AT1,0,0.125,0.96049,0.22854,0.38317
BCAT2,TRUE,587_AT1,1,-0.080941,-0.77538,0.0016591,0.0073665
BCHE,TRUE,590_AT1,0,0.051131,0.41575,0.92003,0.95161
BCKDHA,TRUE,593_AT1,0,0.3223,2.0572,0.00024886,0.0014458
BCKDHB,TRUE,594_AT1,1,-0.06054,-0.56747,0.0061385,0.021606
BDH1,TRUE,622_AT1,1,-0.044702,-0.49537,0.021153,0.061078
BDH2,TRUE,56898_AT1,0,0.1042,1.031,0.37246,0.54293
BHMT,TRUE,635_AT1,1,-0.099347,-0.70193,0.00091248,0.0047009
BLVRA,TRUE,644_AT1,0,0.14695,1.797,0.13015,0.2512
BLVRB,TRUE,645_AT1,0,0.13388,1.1256,0.18266,0.33004
BPGM,TRUE,669_AT1,0,0.066678,0.7263,0.82472,0.89393
BPNT1,TRUE,10380_AT1,1,-0.12637,-1.5086,0,0
BTD,TRUE,686_AT1,0,0.0020528,0.027484,0.23144,0.38669
CA1,TRUE,759_AT1,0,0.044888,0.62348,0.81601,0.89099
CA12,TRUE,771_AT1,1,-0.08476,-1.1261,0.0014932,0.0068702
CA13,TRUE,377677_AT1,0,0.0051991,0.065234,0.26246,0.42356
CA14,TRUE,23632_AT1,0,0.22129,1.5546,0.013521,0.042559
CA2,TRUE,760_AT1,0,0.21886,1.4034,0.014849,0.046253
CA3,TRUE,761_AT1,1,-0.038207,-0.36264,0.032601,0.086374
CA4,TRUE,762_AT1,0,-0.0087331,-0.12077,0.1445,0.27256
CA5A,TRUE,763_AT1,1,-0.12424,-1.2898,0,0
CA5B,TRUE,11238_AT1,0,0.10274,0.75423,0.38515,0.55538
CA6,TRUE,765_AT1,0,0.091828,0.71889,0.49365,0.65721
CA7,TRUE,766_AT1,1,-0.20131,-2.2096,0,0
CA8,TRUE,767_AT1,1,-0.042441,-0.47463,0.024886,0.06993
CA9,TRUE,768_AT1,0,0.07253,0.7496,0.73803,0.83736
CAD,TRUE,790_AT1,1,-0.22858,-1.6143,0,0
CAT,TRUE,847_AT1,0,-0.004161,-0.044571,0.18175,0.32898
CBR1,TRUE,873_AT1,1,-0.17514,-1.6935,0,0
CBR3,TRUE,874_AT1,0,0.08728,0.89963,0.54832,0.69763
CBR4,TRUE,84869_AT1,1,-0.12492,-1.324,0,0
CBS,TRUE,875_AT1,0,-0.034669,-0.48328,0.0399,0.10105
CDA,TRUE,978_AT1,0,0.013643,0.11717,0.35346,0.5209
CDO1,TRUE,1036_AT1,1,-0.072682,-0.63198,0.0025715,0.010368
CEL,TRUE,1056_AT1,0,-0.013058,-0.11352,0.11879,0.23514
CERK,TRUE,64781_AT1,0,0.16832,1.9421,0.069764,0.15661
CERS1,TRUE,10715_AT1,1,-0.19,-1.6246,0,0
CERS2,TRUE,29956_AT1,1,-0.055791,-0.5254,0.0097055,0.032365
CERS3,TRUE,204219_AT1,1,-0.064109,-0.59849,0.0047283,0.01699
CERS4,TRUE,79603_AT1,0,0.0029709,0.022388,0.24056,0.39781
CERS5,TRUE,91012_AT1,0,-0.012594,-0.14824,0.12136,0.23866
CERS6,TRUE,253782_AT1,0,0.12894,1.5322,0.20747,0.3578
CES1,TRUE,1066_AT1,1,-0.15139,-1.2238,0,0
CES2,TRUE,8824_AT1,1,-0.20864,-2.0193,0,0
CES3,TRUE,23491_AT1,1,-0.12722,-1.678,0,0
CFTR,TRUE,1080_AT1,0,0.1864,1.4399,0.040315,0.10157
CHAT,TRUE,1103_AT1,1,-0.16793,-1.7238,0,0
CHIA,TRUE,27159_AT1,0,0.033788,0.31682,0.63866,0.77183
CHIT1,TRUE,1118_AT1,1,-0.24063,-2.3367,0,0
CHKA,TRUE,1119_AT1,0,0.05341,0.54471,0.95678,0.97301
CHPF,TRUE,79586_AT1,0,0.031732,0.30972,0.60863,0.74715
CHPT1,TRUE,56994_AT1,0,0.11516,0.90418,0.28876,0.45178
CHST1,TRUE,8534_AT1,0,0.17169,1.3522,0.062298,0.14373
CHST6,TRUE,4166_AT1,0,0.016491,0.12385,0.38714,0.55759
CKB,TRUE,1152_AT1,0,0.14261,0.94397,0.14567,0.27373
CKM,TRUE,1158_AT1,1,-0.08616,-0.90968,0.0012443,0.005848
CKMT2,TRUE,1160_AT1,0,-0.02968,-0.26794,0.053007,0.1278
CLC,TRUE,1178_AT1,0,0.045205,0.54616,0.82107,0.89252
CLYBL,TRUE,171425_AT1,1,-0.10796,-1.0409,0.00033181,0.0018913
CMAS,TRUE,55907_AT1,1,-0.24112,-2.4354,0,0
CMPK1,TRUE,51727_AT1,1,-0.44508,-2.8738,0,0
CNDP1,TRUE,84735_AT1,0,0.086635,0.70314,0.55662,0.70225
CNDP2,TRUE,55748_AT1,1,-0.068914,-0.94669,0.0032352,0.012361
COASY,TRUE,80347_AT1,1,-0.19093,-2.0591,0,0
COMT,TRUE,1312_AT1,1,-0.090651,-0.92655,0.0010784,0.0052104
COMTD1,TRUE,118881_AT1,1,-0.2282,-2.6882,0,0
COQ3,TRUE,51805_AT1,1,-0.13007,-1.33,0,0
COQ5,TRUE,84274_AT1,1,-0.11564,-1.1995,0,0
COQ6,TRUE,51004_AT1,1,-0.22328,-2.2623,0,0
COX5A,TRUE,9377_AT1,1,-0.395,-4.3634,0,0
COX6B2,TRUE,125965_AT1,1,-0.079681,-0.82431,0.0019909,0.0084507
COX7A1,TRUE,1346_AT1,0,0.0062411,0.075538,0.27242,0.43439
COX7A2L,TRUE,9167_AT1,0,0.0020548,0.014031,0.23144,0.38669
CP,TRUE,1356_AT1,0,0.18008,1.7885,0.049274,0.12073
CPOX,TRUE,1371_AT1,1,-0.13196,-1.1407,0,0
CPS1,TRUE,1373_AT1,0,0.17682,1.7087,0.053837,0.1291
CPT1A,TRUE,1374_AT1,0,-0.033549,-0.45655,0.04297,0.10736
CPT1B,TRUE,1375_AT1,0,0.044349,0.50632,0.80863,0.88807
CPT1C,TRUE,126129_AT1,0,0.04439,0.4304,0.80888,0.88807
CPT2,TRUE,1376_AT1,0,0.042411,0.33214,0.77802,0.86363
CRAT,TRUE,1384_AT1,1,-0.046534,-0.57749,0.017752,0.052451
CROT,TRUE,54677_AT1,0,0.31876,1.1374,0.00024886,0.0014458
CS,TRUE,1431_AT1,0,0.10301,0.94134,0.38324,0.55429
CSAD,TRUE,51380_AT1,1,-0.042384,-0.58672,0.024969,0.070081
CTDSPL2,TRUE,51496_AT1,0,0.097691,0.58569,0.43019,0.59931
CTH,TRUE,1491_AT1,0,0.015921,0.19814,0.38034,0.55241
CTPS1,TRUE,1503_AT1,1,-0.19521,-1.7677,0,0
CTPS2,TRUE,56474_AT1,0,0.066058,0.60376,0.83526,0.89942
CYB5R1,TRUE,51706_AT1,0,0.11885,1.2229,0.2647,0.42547
CYB5R2,TRUE,51700_AT1,0,-0.0056891,-0.065168,0.16773,0.3087
CYB5R3,TRUE,1727_AT1,0,0.047961,0.50863,0.86703,0.92014
CYC1,TRUE,1537_AT1,1,-0.17538,-1.5801,0,0
CYP11A1,TRUE,1583_AT1,0,0.080138,0.63481,0.63932,0.77224
CYP11B1,TRUE,1584_AT1,0,-0.0020526,-0.028148,0.19726,0.3469
CYP11B2,TRUE,1585_AT1,0,-0.0064926,-0.080824,0.16093,0.29846
CYP17A1,TRUE,1586_AT1,1,-0.053568,-0.4309,0.01153,0.037517
CYP19A1,TRUE,1588_AT1,0,0.036839,0.44834,0.68793,0.80554
CYP1A1,TRUE,1543_AT1,0,0.034374,0.30287,0.64795,0.77719
CYP1A2,TRUE,1544_AT1,1,-0.28794,-2.6846,0,0
CYP1B1,TRUE,1545_AT1,0,-0.031797,-0.34684,0.047034,0.11595
CYP21A2,TRUE,1589_AT1,1,-0.10414,-1.1633,0.00041477,0.0022523
CYP24A1,TRUE,1591_AT1,0,0.087419,0.74307,0.54732,0.69763
CYP27A1,TRUE,1593_AT1,0,0.085969,0.79242,0.56682,0.71103
CYP27B1,TRUE,1594_AT1,0,0.026455,0.25429,0.52634,0.68284
CYP2A13,TRUE,1553_AT1,0,0.073365,0.66245,0.72659,0.82984
CYP2A6,TRUE,1548_AT1,0,-0.0013657,-0.018366,0.20282,0.35231
CYP2A7,TRUE,1549_AT1,0,-0.0055461,-0.0373,0.16914,0.31082
CYP2B6,TRUE,1555_AT1,1,-0.12052,-1.3121,0,0
CYP2C18,TRUE,1562_AT1,0,0.090483,0.9377,0.5095,0.66834
CYP2C19,TRUE,1557_AT1,0,-0.0011144,-0.012036,0.20431,0.35434
CYP2C8,TRUE,1558_AT1,0,0.010756,0.056901,0.31813,0.48148
CYP2C9,TRUE,1559_AT1,0,0.0058198,0.040471,0.26744,0.42844
CYP2D6,TRUE,1565_AT1,0,-0.028348,-0.3222,0.057984,0.13666
CYP2E1,TRUE,1571_AT1,0,0.025532,0.25692,0.51099,0.6692
CYP2F1,TRUE,1572_AT1,0,0.056456,0.53217,0.99162,0.99451
CYP2J2,TRUE,1573_AT1,0,0.066844,0.72447,0.82248,0.89258
CYP2S1,TRUE,29785_AT1,1,-0.17448,-2.2018,0,0
CYP2U1,TRUE,113612_AT1,1,-0.14464,-1.7697,0,0
CYP39A1,TRUE,51302_AT1,0,0.10964,1.0269,0.32675,0.49115
CYP3A4,TRUE,1576_AT1,1,-0.14186,-1.477,0,0
CYP3A43,TRUE,64816_AT1,0,0.097673,0.89347,0.43028,0.59931
CYP3A5,TRUE,1577_AT1,1,-0.066562,-0.6334,0.0036499,0.013729
CYP3A7,TRUE,1551_AT1,1,-0.15475,-1.631,0,0
CYP46A1,TRUE,10858_AT1,1,-0.053784,-0.31947,0.011199,0.036585
CYP4A11,TRUE,1579_AT1,0,0.048804,0.46787,0.88237,0.92723
CYP4B1,TRUE,1580_AT1,1,-0.1074,-1.2418,0.00033181,0.0018913
CYP4F11,TRUE,57834_AT1,0,0.019452,0.16008,0.42663,0.59594
CYP4F12,TRUE,66002_AT1,0,0.19576,1.4567,0.03119,0.083742
CYP4F2,TRUE,8529_AT1,1,-0.10604,-1.346,0.00041477,0.0022523
CYP4F22,TRUE,126410_AT1,0,0.038098,0.35038,0.7085,0.81732
CYP4F3,TRUE,4051_AT1,0,0.078283,0.8573,0.66354,0.78732
CYP4V2,TRUE,285440_AT1,0,-0.027174,-0.32724,0.061717,0.14294
CYP4X1,TRUE,260293_AT1,1,-0.25692,-2.9056,0,0
CYP4Z1,TRUE,199974_AT1,0,-0.015626,-0.15272,0.10593,0.21531
CYP51A1,TRUE,1595_AT1,1,-0.072188,-0.57575,0.0026545,0.010649
CYP7A1,TRUE,1581_AT1,0,0.00097457,0.0085868,0.2224,0.37628
CYP8B1,TRUE,1582_AT1,0,0.018588,0.20218,0.41369,0.58157
DAO,TRUE,1610_AT1,0,0.11602,1.313,0.28328,0.44696
DBH,TRUE,1621_AT1,0,0.12279,1.0589,0.24156,0.3989
DBT,TRUE,1629_AT1,0,0.11156,0.6986,0.3119,0.47535
DCK,TRUE,1633_AT1,0,0.12656,1.2443,0.22148,0.37514
DCT,TRUE,1638_AT1,1,-0.074008,-0.77638,0.0024886,0.010135
DCTD,TRUE,1635_AT1,0,0.13181,1.4484,0.1927,0.34263
DCXR,TRUE,51181_AT1,1,-0.15775,-1.6611,0,0
DDC,TRUE,1644_AT1,0,0.15177,1.0294,0.11622,0.23215
DDO,TRUE,8528_AT1,1,-0.1612,-2.0445,0,0
DECR1,TRUE,1666_AT1,1,-0.036043,-0.44097,0.036582,0.094433
DECR2,TRUE,26063_AT1,1,-0.055883,-0.55861,0.0094567,0.031579
DEGS1,TRUE,8560_AT1,0,0.11547,1.1121,0.28602,0.44863
DEGS2,TRUE,123099_AT1,0,0.084057,0.69172,0.59038,0.7323
DERA,TRUE,51071_AT1,0,0.093106,0.78504,0.47756,0.64538
DGAT1,TRUE,8694_AT1,1,-0.043258,-0.5082,0.023559,0.066981
DGAT2,TRUE,84649_AT1,1,-0.053053,-0.67535,0.012028,0.03877
DGKA,TRUE,1606_AT1,0,0.083827,1.0697,0.59419,0.7358
DGKB,TRUE,1607_AT1,0,-0.021753,-0.25055,0.080879,0.17473
DGKD,TRUE,8527_AT1,0,-0.010392,-0.13845,0.13306,0.25501
DGKE,TRUE,8526_AT1,1,-0.090665,-0.72022,0.0010784,0.0052104
DGKG,TRUE,1608_AT1,1,-0.099807,-0.98395,0.00091248,0.0047009
DGKH,TRUE,160851_AT1,1,-0.04252,-0.52849,0.024803,0.06986
DGKI,TRUE,9162_AT1,0,0.0037284,0.024142,0.2472,0.40654
DGKQ,TRUE,1609_AT1,0,0.045691,0.43333,0.82787,0.89445
DGKZ,TRUE,8525_AT1,0,0.15981,1.28,0.092825,0.1936
DGUOK,TRUE,1716_AT1,1,-0.26665,-2.7824,0,0
DHCR24,TRUE,1718_AT1,0,0.0035259,0.044482,0.24604,0.40491
DHCR7,TRUE,1717_AT1,0,0.15495,1.3592,0.10585,0.21531
DHFR,TRUE,1719_AT1,1,-0.078451,-0.61227,0.0019909,0.0084507
DHODH,TRUE,1723_AT1,1,-0.20207,-1.5818,0,0
DHRS2,TRUE,10202_AT1,0,-0.0050674,-0.070574,0.17395,0.31869
DHRS3,TRUE,9249_AT1,1,-0.13859,-1.4149,0,0
DHRS4,TRUE,10901_AT1,0,-0.00036237,-0.0043562,0.21012,0.36134
DHRS9,TRUE,10170_AT1,0,0.071549,0.65014,0.75164,0.84367
DIO1,TRUE,1733_AT1,0,-0.021656,-0.18206,0.081211,0.17516
DIO2,TRUE,1734_AT1,0,-0.0020574,-0.029666,0.19718,0.3469
DIO3,TRUE,1735_AT1,0,-0.0019008,-0.02414,0.19851,0.34782
DLAT,TRUE,1737_AT1,0,0.03906,0.34884,0.7226,0.82726
DLD,TRUE,1738_AT1,0,-0.032862,-0.32649,0.044878,0.11155
DLST,TRUE,1743_AT1,1,-0.17957,-2.0174,0,0
DMGDH,TRUE,29958_AT1,0,0.024263,0.24918,0.49299,0.65669
DOLPP1,TRUE,57171_AT1,0,0.060602,0.50909,0.92111,0.95191
DPEP1,TRUE,1800_AT1,0,-0.011076,-0.12057,0.12957,0.2512
DPEP2,TRUE,64174_AT1,1,-0.09444,-1.0856,0.00099544,0.0049793
DPEP3,TRUE,64180_AT1,1,-0.052656,-0.39143,0.012526,0.04016
DPYD,TRUE,1806_AT1,0,-0.026844,-0.2939,0.062132,0.14349
DPYS,TRUE,1807_AT1,0,-0.030563,-0.49923,0.050518,0.12291
DPYSL2,TRUE,1808_AT1,0,0.15031,1.8183,0.12103,0.2384
DPYSL3,TRUE,1809_AT1,0,0.037296,0.35387,0.69614,0.80964
DTYMK,TRUE,1841_AT1,1,-0.23972,-1.7172,0,0
DUOX1,TRUE,53905_AT1,1,-0.082358,-0.93397,0.0016591,0.0073665
DUOX2,TRUE,50506_AT1,0,-0.026346,-0.27072,0.064206,0.14715
DUSP11,TRUE,8446_AT1,0,0.053202,0.55254,0.95288,0.97101
DUT,TRUE,1854_AT1,1,-0.51727,-3.0524,0,0
EBP,TRUE,10682_AT1,0,0.086653,0.83753,0.55637,0.70225
ECH1,TRUE,1891_AT1,0,0.11432,1.2148,0.2939,0.45746
ECHDC2,TRUE,55268_AT1,0,0.025125,0.17214,0.5051,0.66546
ECHS1,TRUE,1892_AT1,0,0.066811,0.58901,0.82281,0.89258
ECI1,TRUE,1632_AT1,1,-0.049195,-0.38782,0.015263,0.046939
ECI2,TRUE,10455_AT1,1,-0.053623,-0.61681,0.011365,0.037027
EHHADH,TRUE,1962_AT1,0,0.1462,0.94738,0.13231,0.25414
ELOVL1,TRUE,64834_AT1,1,-0.19715,-2.0431,0,0
ELOVL2,TRUE,54898_AT1,1,-0.049065,-0.59514,0.015346,0.047029
ELOVL3,TRUE,83401_AT1,1,-0.066862,-0.74602,0.003567,0.013501
ELOVL4,TRUE,6785_AT1,0,-0.025879,-0.371,0.06545,0.14986
ELOVL5,TRUE,60481_AT1,0,-0.027651,-0.21438,0.06039,0.14068
ELOVL6,TRUE,79071_AT1,1,-0.15792,-1.8876,0,0
ELOVL7,TRUE,79993_AT1,1,-0.049395,-0.59296,0.015263,0.046939
ENO1,TRUE,2023_AT1,1,-0.37153,-2.1595,0,0
ENO2,TRUE,2026_AT1,0,0.07574,0.64486,0.69631,0.80964
ENO3,TRUE,2027_AT1,1,-0.065354,-0.54029,0.0044795,0.016564
ENPP1,TRUE,5167_AT1,0,-0.021821,-0.1425,0.080465,0.17399
ENPP2,TRUE,5168_AT1,0,-0.022111,-0.14303,0.079054,0.17156
ENPP3,TRUE,5169_AT1,0,-0.020584,-0.25986,0.085027,0.18142
ENTPD1,TRUE,953_AT1,0,-0.010286,-0.14621,0.13372,0.25574
ENTPD3,TRUE,956_AT1,0,0.018472,0.22204,0.41261,0.58051
ENTPD5,TRUE,957_AT1,0,0.05698,0.51094,0.98241,0.98815
ENTPD8,TRUE,377841_AT1,1,-0.061311,-0.50784,0.0058897,0.020944
EPHX2,TRUE,2053_AT1,0,0.0099284,0.10636,0.30875,0.47324
EPX,TRUE,8288_AT1,0,0.015163,0.15384,0.37138,0.54201
ESD,TRUE,2098_AT1,0,0.026442,0.29766,0.52625,0.68284
ETFA,TRUE,2108_AT1,0,0.07778,0.68817,0.66877,0.78923
ETFB,TRUE,2109_AT1,1,-0.048862,-0.58975,0.015429,0.047029
ETFDH,TRUE,2110_AT1,0,0.079283,0.64437,0.65176,0.7786
ETNK1,TRUE,55500_AT1,1,-0.18048,-2.663,0,0
ETNK2,TRUE,55224_AT1,0,0.14695,1.1715,0.13015,0.2512
EXT1,TRUE,2131_AT1,1,-0.11149,-1.1249,0.00024886,0.0014458
EXT2,TRUE,2132_AT1,0,-0.0010692,-0.014739,0.20465,0.35434
EXTL1,TRUE,2134_AT1,0,0.068237,0.57239,0.80199,0.88535
EXTL2,TRUE,2135_AT1,1,-0.20235,-1.7934,0,0
EXTL3,TRUE,2137_AT1,1,-0.1323,-1.4413,0,0
FAAH2,TRUE,158584_AT1,0,0.016972,0.26055,0.39278,0.56269
FABP1,TRUE,2168_AT1,0,0.15774,1.2146,0.098714,0.20377
FABP2,TRUE,2169_AT1,0,0.029939,0.41755,0.58266,0.72487
FABP3,TRUE,2170_AT1,0,0.16793,1.7349,0.070095,0.15677
FABP4,TRUE,2167_AT1,0,-0.0054855,-0.029149,0.17005,0.31179
FABP6,TRUE,2172_AT1,0,0.00067764,0.0070609,0.21991,0.37312
FADS1,TRUE,3992_AT1,0,-0.030272,-0.2481,0.051099,0.12407
FADS2,TRUE,9415_AT1,0,0.037122,0.51677,0.69324,0.80939
FADS3,TRUE,3995_AT1,0,0.027327,0.28623,0.54135,0.69362
FAH,TRUE,2184_AT1,0,-0.0047799,-0.047398,0.17661,0.32258
FASN,TRUE,2194_AT1,0,-0.032911,-0.33844,0.044795,0.11146
FBP1,TRUE,2203_AT1,0,-0.026617,-0.20675,0.063542,0.14618
FBP2,TRUE,8789_AT1,0,0.026587,0.26133,0.52949,0.68524
FDFT1,TRUE,2222_AT1,0,-0.028756,-0.31456,0.056657,0.13418
FDPS,TRUE,2224_AT1,1,-0.16289,-1.8134,0,0
FECH,TRUE,2235_AT1,1,-0.16496,-0.92214,0,0
FH,TRUE,2271_AT1,1,-0.12492,-1.2467,0,0
FLAD1,TRUE,80308_AT1,0,-0.022152,-0.17262,0.078805,0.17133
FLVCR1,TRUE,28982_AT1,0,0.036744,0.36504,0.68586,0.80389
FN3K,TRUE,64122_AT1,1,-0.038465,-0.39831,0.031937,0.084895
FN3KRP,TRUE,79672_AT1,1,-0.038103,-0.55969,0.032849,0.086747
FOLR1,TRUE,2348_AT1,0,0.027668,0.2804,0.54616,0.69709
FOLR2,TRUE,2350_AT1,0,-0.0055761,-0.088495,0.16914,0.31082
FPGS,TRUE,2356_AT1,1,-0.082251,-0.5171,0.0016591,0.0073665
FPGT,TRUE,8790_AT1,0,-0.0041646,-0.037113,0.18175,0.32898
FUCA1,TRUE,2517_AT1,0,0.086832,0.79943,0.55454,0.7011
FUCA2,TRUE,2519_AT1,1,-0.070593,-0.8166,0.0029034,0.011457
FUK,TRUE,197258_AT1,1,-0.063482,-0.70469,0.0047283,0.01699
FUT1,TRUE,2523_AT1,0,0.012414,0.17289,0.33903,0.50488
