Gene.Name,Presence.,Bigg.ID.Name,essential,beta,zscore,p.value,fdr
FUT2,TRUE,2524_AT1,1,-0.056851,-0.82436,0.0090419,0.030362
FUT3,TRUE,2525_AT1,0,-0.0042853,-0.05232,0.18051,0.32821
FUT6,TRUE,2528_AT1,0,-0.031057,-0.41758,0.048942,0.12004
G6PC,TRUE,2538_AT1,0,0.12072,0.79427,0.25209,0.41095
G6PC2,TRUE,57818_AT1,1,-0.039284,-0.50161,0.030527,0.082883
G6PC3,TRUE,92579_AT1,1,-0.082207,-1.0568,0.0016591,0.0073665
G6PD,TRUE,2539_AT1,0,0.061005,0.55742,0.91472,0.94931
GAA,TRUE,2548_AT1,0,0.052559,0.24224,0.94309,0.96429
GAD1,TRUE,2571_AT1,1,-0.060197,-0.49696,0.0064703,0.022576
GAD2,TRUE,2572_AT1,0,-0.0029484,-0.035621,0.19038,0.33925
GAL3ST1,TRUE,9514_AT1,0,0.14706,1.7857,0.12982,0.2512
GALC,TRUE,2581_AT1,0,0.17293,1.757,0.06039,0.14068
GALE,TRUE,2582_AT1,1,-0.20749,-1.2243,0,0
GALK1,TRUE,2584_AT1,0,0.041548,0.34148,0.76458,0.85382
GALK2,TRUE,2585_AT1,0,-0.01915,-0.281,0.09017,0.1897
GALNS,TRUE,2588_AT1,1,-0.055952,-0.57687,0.0094567,0.031579
GALT,TRUE,2592_AT1,1,-0.048847,-0.64066,0.015429,0.047029
GAMT,TRUE,2593_AT1,0,0.084067,0.92834,0.59021,0.7323
GANC,TRUE,2595_AT1,0,0.026326,0.24947,0.5241,0.68082
GAPDH,TRUE,2597_AT1,1,-0.38418,-2.8137,0,0
GAPDHS,TRUE,26330_AT1,0,0.072364,0.5874,0.74052,0.839
GART,TRUE,2618_AT1,1,-0.16849,-1.7948,0,0
GATM,TRUE,2628_AT1,0,0.056315,0.56609,0.99394,0.9956
GBA,TRUE,2629_AT1,1,-0.1056,-1.1774,0.00041477,0.0022523
GBA2,TRUE,57704_AT1,0,0.1171,0.95052,0.27615,0.43931
GBE1,TRUE,2632_AT1,0,-0.0011233,-0.010935,0.20423,0.35434
GCAT,TRUE,23464_AT1,0,0.11632,1.3247,0.28163,0.44466
GCDH,TRUE,2639_AT1,1,-0.074037,-0.55403,0.0024886,0.010135
GCH1,TRUE,2643_AT1,0,-0.02724,-0.25777,0.061219,0.14247
GCK,TRUE,2645_AT1,0,0.091391,0.85234,0.49847,0.66106
GCLC,TRUE,2729_AT1,0,0.024561,0.26634,0.4978,0.66054
GCLM,TRUE,2730_AT1,0,0.024227,0.22546,0.49258,0.65669
GCNT2,TRUE,2651_AT1,0,0.32896,1.3888,0.00024886,0.0014458
GCSH,TRUE,2653_AT1,1,-0.17322,-1.3934,0,0
GDA,TRUE,9615_AT1,0,-0.0003719,-0.004579,0.20995,0.36131
GFPT1,TRUE,2673_AT1,1,-0.078275,-0.67783,0.0019909,0.0084507
GFPT2,TRUE,9945_AT1,0,0.010061,0.1055,0.31016,0.47384
GGH,TRUE,8836_AT1,1,-0.070529,-0.78844,0.0029034,0.011457
GGPS1,TRUE,9453_AT1,1,-0.23197,-1.4475,0,0
GGT1,TRUE,2678_AT1,1,-0.074161,-0.77967,0.0024056,0.0098807
GGT5,TRUE,2687_AT1,0,0.062661,0.68271,0.88552,0.92786
GGT6,TRUE,124975_AT1,1,-0.1083,-1.5142,0.00033181,0.0018913
GGT7,TRUE,2686_AT1,1,-0.042811,-0.55599,0.024305,0.06886
GGTLC1,TRUE,92086_AT1,0,-0.0088352,-0.068619,0.14376,0.27163
GGTLC2,TRUE,91227_AT1,1,-0.16751,-1.7292,0,0
GK,TRUE,2710_AT1,1,-0.10365,-0.88273,0.00041477,0.0022523
GK2,TRUE,2712_AT1,0,0.25195,1.9735,0.0029863,0.011765
GLA,TRUE,2717_AT1,0,0.056977,0.54743,0.98241,0.98815
GLB1,TRUE,2720_AT1,0,-0.030992,-0.18042,0.049689,0.12162
GLDC,TRUE,2731_AT1,1,-0.049439,-0.57224,0.015263,0.046939
GLO1,TRUE,2739_AT1,1,-0.053395,-0.5852,0.011613,0.037736
GLRX,TRUE,2745_AT1,0,0.054755,0.66195,0.97876,0.98729
GLRX2,TRUE,51022_AT1,1,-0.22204,-2.5474,0,0
GLS,TRUE,2744_AT1,0,0.066254,0.75225,0.83202,0.89634
GLS2,TRUE,27165_AT1,0,0.19272,1.3879,0.034591,0.09085
GLUD1,TRUE,2746_AT1,0,0.15306,1.4492,0.11174,0.22506
GLUD2,TRUE,2747_AT1,0,0.053983,0.59295,0.96591,0.97972
GLUL,TRUE,2752_AT1,0,0.11119,1.3136,0.31423,0.47703
GLYAT,TRUE,10249_AT1,0,0.11972,1.1885,0.25989,0.42136
GLYCTK,TRUE,132158_AT1,0,0.080871,0.58835,0.62937,0.76397
GMDS,TRUE,2762_AT1,0,0.018777,0.17541,0.41609,0.58462
GMPPA,TRUE,29926_AT1,0,0.036393,0.24721,0.68046,0.80029
GMPPB,TRUE,29925_AT1,1,-0.78291,-5.6068,0,0
GMPR,TRUE,2766_AT1,0,-0.017655,-0.19611,0.094981,0.1969
GMPR2,TRUE,51292_AT1,0,0.077536,0.81066,0.67234,0.79228
GMPS,TRUE,8833_AT1,1,-0.06025,-0.49136,0.0064703,0.022576
GNE,TRUE,10020_AT1,0,0.10142,1.0663,0.39477,0.56398
GNMT,TRUE,27232_AT1,1,-0.088891,-0.91333,0.0012443,0.005848
GNPDA1,TRUE,10007_AT1,0,-0.015516,-0.16679,0.10651,0.2158
GNPDA2,TRUE,132789_AT1,0,0.024425,0.20862,0.49573,0.65888
GNPNAT1,TRUE,64841_AT1,1,-0.04685,-0.37392,0.017337,0.051541
GNS,TRUE,2799_AT1,1,-0.05062,-0.45058,0.014268,0.044733
GOT1,TRUE,2805_AT1,1,-0.052527,-0.45651,0.012609,0.040212
GOT2,TRUE,2806_AT1,1,-0.12124,-1.2243,0,0
GPD1,TRUE,2819_AT1,0,0.032023,0.27916,0.6141,0.75119
GPD2,TRUE,2820_AT1,0,-0.034994,-0.41585,0.03932,0.1
GPI,TRUE,2821_AT1,1,-0.18678,-1.2349,0,0
GPT,TRUE,2875_AT1,1,-0.22971,-2.4588,0,0
GPT2,TRUE,84706_AT1,0,0.064508,0.68255,0.85608,0.91205
GPX1,TRUE,2876_AT1,0,0.048592,0.55077,0.87806,0.92638
GPX2,TRUE,2877_AT1,0,0.068061,0.57716,0.80547,0.88655
GPX3,TRUE,2878_AT1,0,0.019774,0.19779,0.43102,0.59931
GPX4,TRUE,2879_AT1,0,0.02247,0.12032,0.46852,0.63711
GPX5,TRUE,2880_AT1,0,0.10887,1.1591,0.33289,0.49789
GPX6,TRUE,257202_AT1,0,0.09679,0.96819,0.43924,0.60757
GPX7,TRUE,2882_AT1,0,0.053424,0.57432,0.95686,0.97301
GPX8,TRUE,493869_AT1,1,-0.19363,-0.98124,0,0
GRHPR,TRUE,9380_AT1,1,-0.066284,-0.3878,0.0040647,0.01517
GSR,TRUE,2936_AT1,0,0.04056,0.41335,0.74865,0.84188
GSS,TRUE,2937_AT1,1,-0.039954,-0.36587,0.02978,0.081222
GSTM1,TRUE,2944_AT1,0,0.070864,0.62871,0.76209,0.85183
GSTM2,TRUE,2946_AT1,1,-0.07999,-0.70291,0.001825,0.0080292
GSTZ1,TRUE,2954_AT1,0,0.16733,0.82383,0.07192,0.15908
GUCY1A2,TRUE,2977_AT1,0,0.049171,0.57501,0.88718,0.92879
GUCY1A3,TRUE,2982_AT1,1,-0.078213,-1.0514,0.0019909,0.0084507
GUCY1B3,TRUE,2983_AT1,0,-0.034685,-0.21269,0.0399,0.10105
GUCY2C,TRUE,2984_AT1,0,0.13352,1.1605,0.18457,0.33184
GUCY2D,TRUE,3000_AT1,0,0.062805,0.60794,0.88362,0.92753
GUCY2F,TRUE,2986_AT1,0,0.027971,0.3432,0.55147,0.69869
GUK1,TRUE,2987_AT1,1,-0.1893,-1.4602,0,0
GUSB,TRUE,2990_AT1,0,-0.023695,-0.30937,0.072667,0.16015
GYG1,TRUE,2992_AT1,0,0.041636,0.57074,0.76557,0.85454
GYG2,TRUE,8908_AT1,1,-0.048739,-0.7732,0.015512,0.047163
GYS1,TRUE,2997_AT1,0,0.066795,0.87998,0.82298,0.89258
GYS2,TRUE,2998_AT1,1,-0.047683,-0.38962,0.016342,0.049127
H6PD,TRUE,9563_AT1,0,-0.030215,-0.36129,0.051431,0.12462
HACL1,TRUE,26061_AT1,1,-0.0386,-0.46501,0.031688,0.084607
HADH,TRUE,3033_AT1,1,-0.16733,-1.5297,0,0
HADHA,TRUE,3030_AT1,0,0.012969,0.18913,0.34492,0.51074
HADHB,TRUE,3032_AT1,1,-0.053138,-0.57314,0.011862,0.038338
HAGH,TRUE,3029_AT1,1,-0.18296,-1.5769,0,0
HAGHL,TRUE,84264_AT1,0,-0.028312,-0.19743,0.058399,0.13737
HAL,TRUE,3034_AT1,0,0.0053792,0.074481,0.26396,0.42468
HAS1,TRUE,3036_AT1,0,0.13014,1.2777,0.20116,0.35119
HAS2,TRUE,3037_AT1,1,-0.10072,-0.71135,0.00091248,0.0047009
HDC,TRUE,3067_AT1,1,-0.12662,-1.8632,0,0
HEPH,TRUE,9843_AT1,0,0.018182,0.24214,0.40946,0.57697
HEXA,TRUE,3073_AT1,1,-0.0411,-0.47945,0.027789,0.076747
HEXB,TRUE,3074_AT1,0,0.083745,0.61423,0.59527,0.73637
HGD,TRUE,3081_AT1,0,0.15543,0.65068,0.10494,0.21404
HIBCH,TRUE,26275_AT1,1,-0.11497,-1.3461,0,0
HK1,TRUE,3098_AT1,0,-0.010565,-0.11226,0.13198,0.25395
HK2,TRUE,3099_AT1,1,-0.13784,-1.5724,0,0
HK3,TRUE,3101_AT1,0,0.064458,0.65369,0.85682,0.91205
HKDC1,TRUE,80201_AT1,0,0.15622,1.5869,0.10253,0.20985
HLCS,TRUE,3141_AT1,1,-0.048697,-0.51451,0.015678,0.047607
HMBS,TRUE,3145_AT1,1,-0.3823,-4.2637,0,0
HMGCL,TRUE,3155_AT1,0,0.26325,2.3454,0.0019079,0.0083789
HMGCR,TRUE,3156_AT1,0,0.021644,0.18801,0.45674,0.62462
HMGCS1,TRUE,3157_AT1,1,-0.29961,-2.1931,0,0
HMGCS2,TRUE,3158_AT1,1,-0.039011,-0.49415,0.031024,0.083389
HMOX1,TRUE,3162_AT1,1,-0.11596,-1.4112,0,0
HMOX2,TRUE,3163_AT1,0,0.088338,0.84443,0.53488,0.6899
HNMT,TRUE,3176_AT1,0,0.079774,0.74487,0.64463,0.77555
HPD,TRUE,3242_AT1,0,0.042443,0.47032,0.77852,0.86378
HPGD,TRUE,3248_AT1,0,-0.0025523,-0.039865,0.19361,0.34298
HPGDS,TRUE,27306_AT1,0,0.17498,1.1922,0.057238,0.13543
HPRT1,TRUE,3251_AT1,0,-0.0021774,-0.019869,0.19602,0.34572
HS2ST1,TRUE,9653_AT1,0,0.092915,0.84644,0.47988,0.64648
HS3ST1,TRUE,9957_AT1,0,0.080848,0.55548,0.62961,0.76397
HSD11B1,TRUE,3290_AT1,0,0.093209,0.84842,0.47648,0.64538
HSD11B1L,TRUE,374875_AT1,1,-0.036497,-0.41279,0.035753,0.092988
HSD11B2,TRUE,3291_AT1,0,0.093476,0.79496,0.47424,0.64308
HSD17B1,TRUE,3292_AT1,0,0.075832,0.82094,0.69556,0.80964
HSD17B10,TRUE,3028_AT1,1,-0.80619,-5.0549,0,0
HSD17B11,TRUE,51170_AT1,0,0.07591,0.68467,0.69415,0.80964
HSD17B12,TRUE,51144_AT1,0,0.037032,0.46043,0.69191,0.80843
HSD17B14,TRUE,51171_AT1,0,0.0096984,0.13264,0.30676,0.47108
HSD17B2,TRUE,3294_AT1,0,0.20341,1.6309,0.025467,0.071312
HSD17B3,TRUE,3293_AT1,0,0.019445,0.22312,0.42663,0.59594
HSD17B4,TRUE,3295_AT1,0,-0.025813,-0.20994,0.065865,0.15066
HSD17B6,TRUE,8630_AT1,0,0.1869,1.0142,0.039071,0.099472
HSD17B7,TRUE,51478_AT1,1,-0.038977,-0.59534,0.031024,0.083389
HSD17B8,TRUE,7923_AT1,0,0.23821,1.6657,0.0068851,0.023816
HSD3B1,TRUE,3283_AT1,1,-0.19547,-1.7704,0,0
HSD3B2,TRUE,3284_AT1,0,-0.010449,-0.11903,0.13289,0.25489
HSD3B7,TRUE,80270_AT1,1,-0.08107,-0.74137,0.0016591,0.0073665
IDH1,TRUE,3417_AT1,0,0.19654,1.2777,0.03061,0.082921
IDH2,TRUE,3418_AT1,0,0.01338,0.17737,0.34956,0.51654
IDH3A,TRUE,3419_AT1,1,-0.19026,-1.645,0,0
IDH3B,TRUE,3420_AT1,1,-0.057794,-0.67537,0.0077976,0.026554
IDH3G,TRUE,3421_AT1,0,-0.018233,-0.20344,0.092908,0.1936
IDI1,TRUE,3422_AT1,1,-0.21564,-0.90692,0,0
IDO1,TRUE,3620_AT1,0,0.1151,0.96274,0.28901,0.45188
IDS,TRUE,3423_AT1,0,0.016369,0.22912,0.38573,0.55589
IDUA,TRUE,3425_AT1,1,-0.048778,-0.48987,0.015512,0.047163
IMPA1,TRUE,3612_AT1,1,-0.10485,-0.6715,0.00041477,0.0022523
IMPA2,TRUE,3613_AT1,0,0.070497,0.76526,0.76674,0.85502
IMPDH1,TRUE,3614_AT1,1,-0.077119,-0.89808,0.0020738,0.0087719
IMPDH2,TRUE,3615_AT1,1,-0.12193,-1.0426,0,0
INPP1,TRUE,3628_AT1,1,-0.13903,-2.1822,0,0
INPP4A,TRUE,3631_AT1,1,-0.10536,-1.0219,0.00041477,0.0022523
INPP4B,TRUE,8821_AT1,1,-0.12213,-1.4274,0,0
INPP5A,TRUE,3632_AT1,0,0.074058,0.48814,0.71672,0.82207
INPP5B,TRUE,3633_AT1,1,-0.076041,-0.57865,0.0023227,0.0096886
INPP5E,TRUE,56623_AT1,0,0.008327,0.098459,0.29473,0.45816
INPP5F,TRUE,22876_AT1,0,0.11576,1.2707,0.2847,0.44863
INPP5J,TRUE,27124_AT1,1,-0.041707,-0.41512,0.026711,0.074365
INPPL1,TRUE,3636_AT1,0,0.023479,0.24157,0.48154,0.64752
ISYNA1,TRUE,51477_AT1,1,-0.13481,-1.5969,0,0
ITPA,TRUE,3704_AT1,0,-0.0042268,-0.051496,0.18134,0.32897
ITPK1,TRUE,3705_AT1,0,0.093133,0.76166,0.4774,0.64538
ITPKA,TRUE,3706_AT1,0,-0.0028723,-0.024874,0.19079,0.33948
ITPKB,TRUE,3707_AT1,0,0.017958,0.16691,0.40647,0.57444
ITPKC,TRUE,80271_AT1,0,0.078313,0.84922,0.66321,0.78732
IVD,TRUE,3712_AT1,0,-0.02335,-0.40665,0.073662,0.16175
KCNJ11,TRUE,3767_AT1,0,0.1029,0.98247,0.38391,0.55464
KCNJ8,TRUE,3764_AT1,0,-0.030603,-0.33592,0.050518,0.12291
KDSR,TRUE,2531_AT1,0,0.034533,0.34118,0.64969,0.77719
KHK,TRUE,3795_AT1,0,0.0039906,0.055503,0.24994,0.40909
KMO,TRUE,8564_AT1,0,0.037314,0.55889,0.69647,0.80964
KYNU,TRUE,8942_AT1,0,0.0074732,0.10193,0.28528,0.44863
LALBA,TRUE,3906_AT1,0,0.11727,1.454,0.27557,0.4391
LBR,TRUE,3930_AT1,1,-0.052209,-0.54993,0.012858,0.040789
LCAT,TRUE,3931_AT1,0,-0.032914,-0.48094,0.044795,0.11146
LCT,TRUE,3938_AT1,0,0.11546,1.4452,0.28602,0.44863
LDHA,TRUE,3939_AT1,1,-0.058487,-0.57518,0.0074658,0.025568
LDHB,TRUE,3945_AT1,0,0.0698,0.88777,0.77603,0.86181
LDHC,TRUE,3948_AT1,0,0.0040912,0.035969,0.2506,0.40935
LGSN,TRUE,51557_AT1,0,0.12042,1.5474,0.25425,0.41419
LIPA,TRUE,3988_AT1,0,0.04871,0.6447,0.88071,0.92638
LIPC,TRUE,3990_AT1,0,0.055327,0.75221,0.99146,0.99451
LIPE,TRUE,3991_AT1,0,0.28943,1.0138,0.00091248,0.0047009
LIPF,TRUE,8513_AT1,0,0.031406,0.3985,0.60489,0.74408
LIPG,TRUE,9388_AT1,0,0.061842,0.98267,0.90029,0.93884
LPL,TRUE,4023_AT1,0,0.010293,0.23652,0.31257,0.47546
LPO,TRUE,4025_AT1,1,-0.068187,-1.008,0.0032352,0.012361
LRAT,TRUE,9227_AT1,1,-0.044715,-0.74164,0.020987,0.060744
LSS,TRUE,4047_AT1,0,0.16381,1.2133,0.081709,0.17574
LTA4H,TRUE,4048_AT1,0,-0.012058,-0.11778,0.12534,0.2443
LTC4S,TRUE,4056_AT1,0,-0.01446,-0.26878,0.11232,0.22585
MAN2B1,TRUE,4125_AT1,0,-0.0039085,-0.059724,0.18333,0.33059
MANBA,TRUE,4126_AT1,0,0.075211,1.2039,0.70212,0.81346
MAOA,TRUE,4128_AT1,0,0.024537,0.44051,0.49747,0.66046
MAOB,TRUE,4129_AT1,0,0.077323,0.95509,0.67516,0.79521
MAT1A,TRUE,4143_AT1,0,-0.0048199,-0.017847,0.17628,0.32221
MAT2A,TRUE,4144_AT1,1,-0.16941,-1.5732,0,0
MBOAT1,TRUE,154141_AT1,0,-0.027122,-0.32113,0.061717,0.14294
MBOAT2,TRUE,129642_AT1,0,0.089743,1.0408,0.51829,0.67656
MCCC1,TRUE,56922_AT1,0,0.16444,1.6472,0.079967,0.17323
MCCC2,TRUE,64087_AT1,1,-0.0897,-0.73683,0.0012443,0.005848
MCEE,TRUE,84693_AT1,0,0.10094,1.2621,0.39925,0.56804
MDH1,TRUE,4190_AT1,1,-0.065504,-1.0933,0.0044795,0.016564
MDH1B,TRUE,130752_AT1,1,-0.084957,-0.9603,0.0014932,0.0068702
MDH2,TRUE,4191_AT1,0,0.09849,1.3288,0.42207,0.5906
MDP1,TRUE,145553_AT1,0,0.046591,0.64172,0.84173,0.90325
ME1,TRUE,4199_AT1,1,-0.046117,-0.87242,0.018499,0.05439
ME2,TRUE,4200_AT1,0,0.069298,0.60706,0.78449,0.86841
ME3,TRUE,10873_AT1,0,0.11324,1.1126,0.30137,0.46547
MECR,TRUE,51102_AT1,1,-0.052278,-0.6552,0.012609,0.040212
MGAM,TRUE,8972_AT1,0,0.0097893,0.12474,0.30709,0.47129
MGLL,TRUE,11343_AT1,0,2.08E-05,0.00024042,0.21394,0.36608
MGST2,TRUE,4258_AT1,0,0.036676,0.68526,0.68486,0.80389
MGST3,TRUE,4259_AT1,0,0.35315,1.3351,0.00016591,0.0010152
MINPP1,TRUE,9562_AT1,1,-0.17457,-1.8549,0,0
MIP,TRUE,4284_AT1,0,0.051018,0.91341,0.91746,0.95116
MLYCD,TRUE,23417_AT1,0,0.11954,1.1603,0.26097,0.42185
MMAA,TRUE,166785_AT1,1,-0.10892,-1.1879,0.00033181,0.0018913
MOGAT2,TRUE,80168_AT1,0,0.092391,0.96855,0.48602,0.65097
MPI,TRUE,4351_AT1,1,-0.094085,-1.1407,0.00099544,0.0049793
MPO,TRUE,4353_AT1,0,-0.0014694,-0.021581,0.20224,0.35231
MPST,TRUE,4357_AT1,1,-0.063336,-1.0418,0.0047283,0.01699
MSMO1,TRUE,6307_AT1,1,-0.036781,-0.48836,0.035504,0.092541
MTAP,TRUE,4507_AT1,0,0.017164,0.35658,0.39519,0.56412
MTHFD1,TRUE,4522_AT1,1,-0.053893,-0.61446,0.011116,0.036364
MTHFD1L,TRUE,25902_AT1,1,-0.065863,-1.0178,0.0040647,0.01517
MTHFD2,TRUE,10797_AT1,0,0.0096056,0.12623,0.30585,0.47028
MTHFD2L,TRUE,441024_AT1,0,0.015977,0.28323,0.38092,0.55262
MTHFR,TRUE,4524_AT1,1,-0.074155,-1.1201,0.0024056,0.0098807
MTHFS,TRUE,10588_AT1,0,0.038255,0.62455,0.71058,0.81854
MTMR1,TRUE,8776_AT1,0,0.032083,0.41022,0.61501,0.75155
MTMR14,TRUE,64419_AT1,0,0.015334,0.20169,0.37329,0.54381
MTMR2,TRUE,8898_AT1,0,0.082661,0.86332,0.6083,0.74712
MTMR3,TRUE,8897_AT1,0,0.02229,0.34252,0.4662,0.63539
MTMR6,TRUE,9107_AT1,1,-0.046889,-0.51648,0.017337,0.051541
MTMR7,TRUE,9108_AT1,0,0.087825,1.1066,0.54144,0.69362
MTMR8,TRUE,55613_AT1,0,-0.0076064,-0.075442,0.15214,0.28434
MTR,TRUE,4548_AT1,0,-0.0046531,-0.065474,0.17769,0.32381
MUT,TRUE,4594_AT1,0,0.059505,0.8535,0.93895,0.96112
MVK,TRUE,4598_AT1,1,-0.14467,-1.7111,0,0
NADK,TRUE,65220_AT1,1,-0.065431,-0.80123,0.0044795,0.016564
NAGA,TRUE,4668_AT1,0,0.044666,0.3432,0.81261,0.8892
NAGK,TRUE,55577_AT1,0,0.0079029,0.10219,0.29,0.45311
NAGLU,TRUE,4669_AT1,0,0.043551,0.64902,0.7956,0.8787
NAGS,TRUE,162417_AT1,0,-0.022358,-0.31736,0.077976,0.16983
NANP,TRUE,140838_AT1,0,0.027367,0.34912,0.5421,0.69406
NANS,TRUE,54187_AT1,1,-0.088429,-1.2721,0.0012443,0.005848
NDST4,TRUE,64579_AT1,0,-0.018522,-0.30108,0.092576,0.19341
NDUFA1,TRUE,4694_AT1,1,-0.077724,-0.89319,0.0020738,0.0087719
NDUFA10,TRUE,4705_AT1,0,-0.010528,-0.20599,0.13223,0.25414
NDUFA11,TRUE,126328_AT1,1,-0.24682,-3.8474,0,0
NDUFA12,TRUE,55967_AT1,0,0.0255,0.43121,0.51049,0.6692
NDUFA13,TRUE,51079_AT1,1,-0.1541,-1.8676,0,0
NDUFA2,TRUE,4695_AT1,1,-0.40602,-5.4426,0,0
NDUFA3,TRUE,4696_AT1,1,-0.18342,-2.5768,0,0
NDUFA4,TRUE,4697_AT1,0,-0.0061192,-0.071316,0.16358,0.30222
NDUFA5,TRUE,4698_AT1,1,-0.16734,-2.7943,0,0
NDUFA6,TRUE,4700_AT1,1,-0.23335,-2.7941,0,0
NDUFA7,TRUE,4701_AT1,1,-0.14814,-1.4488,0,0
NDUFA8,TRUE,4702_AT1,1,-0.20679,-3.2555,0,0
NDUFA9,TRUE,4704_AT1,0,-0.018015,-0.29956,0.093737,0.195
NDUFAB1,TRUE,4706_AT1,1,-0.24799,-2.5779,0,0
NDUFB1,TRUE,4707_AT1,0,0.079408,0.738,0.64936,0.77719
NDUFB10,TRUE,4716_AT1,1,-0.54815,-6.0602,0,0
NDUFB11,TRUE,54539_AT1,1,-0.28742,-3.1024,0,0
NDUFB2,TRUE,4708_AT1,1,-0.26119,-2.3802,0,0
NDUFB3,TRUE,4709_AT1,0,0.1007,0.75813,0.40182,0.56955
NDUFB4,TRUE,4710_AT1,1,-0.10248,-1.3859,0.00041477,0.0022523
NDUFB5,TRUE,4711_AT1,1,-0.1418,-1.2242,0,0
NDUFB6,TRUE,4712_AT1,1,-0.078577,-0.89707,0.0019909,0.0084507
NDUFB7,TRUE,4713_AT1,1,-0.12181,-1.8998,0,0
NDUFB8,TRUE,4714_AT1,1,-0.11951,-1.4521,0,0
NDUFB9,TRUE,4715_AT1,1,-0.2921,-3.2057,0,0
NDUFC1,TRUE,4717_AT1,0,0.033529,0.40186,0.6355,0.76861
NDUFC2,TRUE,4718_AT1,0,0.034315,0.24595,0.64737,0.77719
NDUFS1,TRUE,4719_AT1,1,-0.20576,-2.6219,0,0
NDUFS2,TRUE,4720_AT1,1,-0.38589,-4.9629,0,0
NDUFS3,TRUE,4722_AT1,1,-0.067182,-0.91718,0.003484,0.013208
NDUFS4,TRUE,4724_AT1,0,0.13735,1.6033,0.16533,0.30497
NDUFS5,TRUE,4725_AT1,1,-0.32479,-3.357,0,0
NDUFS6,TRUE,4726_AT1,0,-0.029069,-0.26711,0.055164,0.13142
NDUFS7,TRUE,374291_AT1,1,-0.22771,-2.9293,0,0
NDUFS8,TRUE,4728_AT1,1,-0.34798,-4.2516,0,0
NDUFV1,TRUE,4723_AT1,1,-0.086353,-0.8099,0.0012443,0.005848
NDUFV2,TRUE,4729_AT1,0,-0.024552,-0.26665,0.070676,0.15778
NDUFV3,TRUE,4731_AT1,1,-0.035654,-0.53412,0.03791,0.097234
NEU1,TRUE,4758_AT1,0,0.15657,1.8824,0.1017,0.20868
NIT2,TRUE,56954_AT1,0,0.04683,0.6377,0.8462,0.90555
NME1,TRUE,4830_AT1,1,-0.1172,-1.493,0,0
NME2,TRUE,4831_AT1,0,0.022231,0.2303,0.46504,0.63416
NME3,TRUE,4832_AT1,0,0.080993,1.1035,0.62804,0.76321
NME4,TRUE,4833_AT1,0,-0.0088535,-0.15024,0.14367,0.27163
NME6,TRUE,10201_AT1,0,0.053771,0.51893,0.96292,0.97752
NME7,TRUE,29922_AT1,1,-0.074477,-0.88317,0.0024056,0.0098807
NNMT,TRUE,4837_AT1,0,0.072661,0.91016,0.73679,0.83674
NNT,TRUE,23530_AT1,0,0.0041863,0.074509,0.2516,0.41042
NOS1,TRUE,4842_AT1,0,0.034074,0.42886,0.64397,0.77552
NOS2,TRUE,4843_AT1,1,-0.04733,-0.41334,0.017088,0.051053
NOS3,TRUE,4846_AT1,0,0.019677,0.25328,0.4297,0.59919
NPC1,TRUE,4864_AT1,1,-0.069808,-0.77543,0.0031522,0.012258
NPC1L1,TRUE,29881_AT1,0,0.15629,1.8921,0.10253,0.20985
NPR1,TRUE,4881_AT1,0,0.16466,1.1237,0.079054,0.17156
NPR2,TRUE,4882_AT1,0,0.10008,1.2297,0.4083,0.57601
NQO1,TRUE,1728_AT1,0,0.020618,0.24773,0.44206,0.61042
NSDHL,TRUE,50814_AT1,0,0.14442,1.9203,0.13928,0.26399
NT5C1B,TRUE,93034_AT1,0,0.0065156,0.077904,0.27648,0.43942
NT5C3A,TRUE,51251_AT1,1,-0.045627,-0.67853,0.019079,0.055893
NT5E,TRUE,4907_AT1,1,-0.052011,-0.78624,0.012941,0.040999
NUDT5,TRUE,11164_AT1,0,0.036655,0.51055,0.68436,0.8037
OAT,TRUE,4942_AT1,1,-0.061655,-0.66574,0.0055579,0.019822
ODC1,TRUE,4953_AT1,1,-0.16304,-2.1288,0,0
OGDH,TRUE,4967_AT1,1,-0.1333,-1.5202,0,0
OTC,TRUE,5009_AT1,0,0.12701,1.3992,0.21875,0.37193
OXCT1,TRUE,5019_AT1,0,0.060727,0.65148,0.91945,0.95161
OXCT2,TRUE,64064_AT1,1,-0.037401,-0.76683,0.03426,0.090175
OXSM,TRUE,54995_AT1,0,0.00031962,0.0044906,0.21701,0.37001
PAH,TRUE,5053_AT1,0,0.049839,0.52724,0.89722,0.93712
PAICS,TRUE,10606_AT1,1,-0.13479,-1.2319,0,0
PANK1,TRUE,53354_AT1,0,0.02804,0.39795,0.5528,0.69963
PANK2,TRUE,80025_AT1,0,-0.013031,-0.17693,0.11895,0.23527
PANK3,TRUE,79646_AT1,0,0.080354,1.0382,0.63559,0.76861
PANK4,TRUE,55229_AT1,0,0.087347,0.86126,0.54791,0.69763
PAPSS1,TRUE,9061_AT1,0,0.083511,0.46423,0.59776,0.73794
PAPSS2,TRUE,9060_AT1,0,0.048832,0.85221,0.88262,0.92723
PC,TRUE,5091_AT1,0,0.073037,1.0809,0.73181,0.83384
PCBD1,TRUE,5092_AT1,0,0.1024,1.0899,0.38756,0.55785
PCBD2,TRUE,84105_AT1,0,-0.0095878,-0.1107,0.13828,0.26273
PCK1,TRUE,5105_AT1,0,0.017629,0.33525,0.40091,0.56926
PCK2,TRUE,5106_AT1,0,0.11815,1.1685,0.26985,0.43172
PDE10A,TRUE,10846_AT1,0,-0.028108,-0.45926,0.059146,0.13872
